Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense
"57360838","1","57366566","","2019-08-05 14:38:39","","12","2753","<p>I found this question <a href=""https://stackoverflow.com/questions/56699418/swiftui-putting-multiple-bindableobjects-into-environment/56699552#56699552"">SwiftUI: Putting multiple BindableObjects into Envionment</a></p>

<p>the answer said environmentObject(ObservableObject) returns modified view, therefore I can make call chain for multiple environmentObject.</p>

<p>like</p>

<pre class=""lang-swift prettyprint-override""><code>let rootView = ContentView()
     .environmentObject(firstBindable)
     .environmentObject(secondBindable)
</code></pre>

<p>and I wonder what is result if firstBindable and secondBindable are same type. how <code>.environmentObject()</code> knows what is exect value which is a programmer intended to set between <code>firstBindable</code> and <code>secondBindable</code>.</p>

<p>so I tested this</p>

<ol>
<li>I made an ObservableObject class</li>
</ol>

<pre class=""lang-swift prettyprint-override""><code>final class TempStr: ObservableObject {
    @Published var tmpStr = ""temp""

    init(initStr: String) {
        tmpStr = initStr
    }
}
</code></pre>

<ol start=""2"">
<li>made call chain of environmentObject from sceneDelegate</li>
</ol>

<pre><code>window.rootViewController
  = UIHostingController(rootView:
      TestView()
        .environmentObject(TempStr(initStr: ""1st"")) 
        .environmentObject(TempStr(initStr: ""2nd""))
</code></pre>

<ol start=""3"">
<li>and used values from View</li>
</ol>

<pre><code>struct TestView: View {
  @EnvironmentObject var tmp1: TempStr
  @EnvironmentObject var tmp2: TempStr

   var body: some View {
      Text(tmp1.tmpStr + "" "" + tmp2.tmpStr)
   }
}
</code></pre>

<ol start=""4"">
<li>result was '1st 1st'</li>
</ol>

<p>And if my code calls one .environmentObject() like</p>

<pre><code>TestView().environmentObject(TempStr(initStr: ""1st"")) 
</code></pre>

<p>both tmp1 and tmp2 from TestView have same value <code>TempStr(initStr: ""1st"")</code>. it looks like <code>.environmentObject()</code> call sets all values of same type.</p>

<p><br></p>

<p>Actually, I knew that it couldn't work but I just tried it for using this question.</p>

<p>I wonder what is correct way of achieving my goal.</p>

<p>Thanks</p>
","2889247","","","","","2019-08-05 21:59:08","How to set multiple EnvironmentObjects which are same type","<observable><publish><swiftui><combine>","1","0","","","","CC BY-SA 4.0"
"57399838","1","57455621","","2019-08-07 17:50:49","","8","1919","<p>I'm trying to wrap my head around Combine.</p>

<p>Here's a method I want to translate into Combine, so that it would return AnyPublisher.</p>

<pre class=""lang-swift prettyprint-override""><code>func getToken(completion: @escaping (Result&lt;String, Error&gt;) -&gt; Void) {
    dispatchQueue.async {
        do {
            if let localEncryptedToken = try self.readTokenFromKeychain() {
                let decryptedToken = try self.tokenCryptoHelper.decrypt(encryptedToken: localEncryptedToken)
                DispatchQueue.main.async {
                    completion(.success(decryptedToken))
                }
            } else {
                self.fetchToken(completion: completion)
            }
        } catch {
            DispatchQueue.main.async {
                completion(.failure(error))
            }
        }
    }
}
</code></pre>

<p>The whole thing executes on a separate dispatch queue because reading from Keychain and decryption can be slow.</p>

<p>My first attempt to embrace Combine</p>

<pre class=""lang-swift prettyprint-override""><code>func getToken() -&gt; AnyPublisher&lt;String, Error&gt; {
    do {
        if let localEncryptedToken = try readTokenFromKeychain() {
            let decryptedToken = try tokenCryptoHelper.decrypt(encryptedToken: localEncryptedToken)
            return Result.success(decryptedToken).publisher.eraseToAnyPublisher()
        } else {
            return fetchToken() // also rewritten to return AnyPublisher&lt;String, Error&gt;
        }
    } catch {
        return Result.failure(error).publisher.eraseToAnyPublisher()
    }
}
</code></pre>

<p>But how would I move reading from Keychain and decryption onto separate queue? It probably should look something like</p>

<pre><code>func getToken() -&gt; AnyPublisher&lt;String, Error&gt; {
    return Future&lt;String, Error&gt; { promise in
        self.dispatchQueue.async {
            do {
                if let localEncryptedToken = try self.readTokenFromKeychain() {
                    let decryptedToken = try self.tokenCryptoHelper.decrypt(encryptedToken: localEncryptedToken)
                    promise(.success(decryptedToken))
                } else {
                    // should I fetchToken().sink here?
                }
            } catch {
                promise(.failure(error))
            }
        }    
    }.eraseToAnyPublisher()
}
</code></pre>

<p>How would I return a publisher from my private method call? (see comment in code)</p>

<p>Are there any prettier solutions?</p>
","4933617","","4933617","","2019-08-07 20:08:16","2019-08-12 04:25:11","Translating async method into Combine","<swift><combine>","2","1","2","","","CC BY-SA 4.0"
"57424157","1","57424336","","2019-08-09 05:55:26","","17","13282","<p>I built a <code>LoadingView</code> with SwiftUI for showing some loading stuff in my app while I'm fetching remote data from an API. I am on Xcode Version 11.0 beta 5.</p>

<p>This is the <code>LoadingView</code>:</p>

<pre><code>struct LoadingView&lt;Content&gt;: View where Content: View {

    @Binding var isShowing: Bool
    var content: () -&gt; Content

    var body: some View {

        GeometryReader { geometry in

            ZStack(alignment: .center) {

                self.content()
                    .disabled(self.isShowing)
                    .blur(radius: self.isShowing ? 3 : 0)

                VStack {
                    Text(""Loading..."")
                    ActivityIndicator(isAnimating: .constant(true), style: .large)
                }
                .frame(width: geometry.size.width / 2,
                       height: geometry.size.height / 5)
                    .background(Color.white)
                    .foregroundColor(Color.primary)
                    .cornerRadius(5)
                    .opacity(self.isShowing ? 1 : 0)
            }
        }
    }
}
</code></pre>

<p>This is my DataStore. It is declared as <code>ObservableObject</code> and has more than one <code>@Published</code> property. Also it does some remote fetching from an API:</p>

<pre><code>class CharacterStore: ObservableObject {

    @Published private(set) var isLoading = false


    // Fetches some stuff from a remote api
    func fetch() {

        self.isLoading = true

        myService.getCharacters { (result) in
            DispatchQueue.main.async {
                self.isLoading = false
            }
        }
    }
}
</code></pre>

<p>And finally this is the View I want to show my <code>LoadingView</code> with the content of <code>ContentView</code> in it. Of course I am setting the <code>@EnvironmentObject</code> before showing this view.</p>

<pre><code>struct ContentView: View {

    @EnvironmentObject var charStore: CharacterStore

    var body: some View {

        LoadingView(isShowing: self.$charStore.isLoading) { // Here I get the error

            // Show some Content here
            Text("""")
        }
    }
}
</code></pre>

<p>The problem is that I want to bind <code>self.$charStore.isLoading</code> to <code>LoadingView</code>. In this line i get the following error:</p>

<blockquote>
  <p>Generic parameter 'Subject' could not be inferred</p>
</blockquote>

<p>I tried in several ways but none of these things work. Btw: If I use a <code>@State</code> property in <code>ContentView</code> it just works fine like this:</p>

<pre><code>struct ContentView: View {

    @EnvironmentObject var charStore: CharacterStore

    @State var loads: Bool = false

    var body: some View {

        LoadingView(isShowing: self.$loads) { // Here I get no error

            // Show some Content here
            Text("""")
        }
    }
}
</code></pre>

<p>Am I missing a thing? If you need further informations let me know i can provide more content if needed.</p>

<p>Thanks for the help!</p>
","5650076","","","","","2019-08-09 11:30:47","SwiftUI: Generic parameter 'Subject' could not be inferred","<swift><swiftui><swift5><combine>","2","0","4","","","CC BY-SA 4.0"
"57446192","1","57451252","","2019-08-10 22:45:46","","1","808","<p>Just getting to grips with Combine and have come across an issue where I need to call a method in my class when it receives a value from a <code>Publisher</code>, in this case a <code>Notification</code> from <code>NotificationCenter</code>...</p>

<p>Here's the subscription...</p>

<pre><code>let subscribe = NotificationCenter.default.publisher(for: Notification.Name(rawValue: ""LocalTalkNotificationReceivedData""), object: nil)
    .map( {
        ($0.object as! Data)
    } )
    .sink(receiveValue: {
        self.interpretIncoming(data: $0)
    })
</code></pre>

<p>What I get told by the compiler is <code>Use of unresolved identifier 'self'</code>.
It's late, I'm kinda tired, anyone got an idea?
Xcode 11 beta 5 on Catalina beta 5 btw...</p>

<p>Complete file:</p>

<pre><code>import Foundation
import Combine
import SwiftUI

public class MessageData: ObservableObject, Identifiable {
public var peerData: [Peer] = [Peer]()
public var messageData: [Message] = [Message]()
public var objectWillChange = PassthroughSubject&lt;Void, Never&gt;()
let subscribe = NotificationCenter.default.publisher(for: Notification.Name(rawValue: ""LocalTalkNotificationReceivedData""), object: nil)
    .map( {
        ($0.object as! Data)
    } )
    .sink(receiveValue: {
        self.interpretIncoming(data: $0)
    })

init() {
    self.setupDummyData()
}

private func setupDummyData() {
    self.peerData = self.load(""peerData.json"")
    self.messageData = self.load(""messageData.json"")
}

func addMessage(message: String, sender: MessageSource, name: String) {
    let newMessage = Message(id: Date().hashValue,
                             content: message,
                             source: sender,
                             correspondent: name)
    self.messageData.append(newMessage)
    self.objectWillChange.send()
}

func load&lt;T: Decodable&gt;(_ filename: String, as type: T.Type = T.self) -&gt; T {
    let data: Data

    guard let file = Bundle.main.url(forResource: filename, withExtension: nil)
        else {
            fatalError(""Couldn't find \(filename) in main bundle."")
    }

    do {
        data = try Data(contentsOf: file)
    } catch {
        fatalError(""Couldn't load \(filename) from main bundle:\n\(error)"")
    }

    do {
        let decoder = JSONDecoder()
        return try decoder.decode(T.self, from: data)
    } catch {
        fatalError(""Couldn't parse \(filename) as \(T.self):\n\(error)"")
    }
}

func interpretIncoming(data sent: Data) {
    do {
        let receivedTransmission = try NSKeyedUnarchiver.unarchiveTopLevelObjectWithData(sent) as! [String: Any]
        self.addMessage(message: receivedTransmission[""messagePayload""] as! String,
                        sender: .them,
                        name: receivedTransmission[""messageSender""] as! String)
    } catch {
        print(""FAILED DECODING THING"")
    }
}
</code></pre>

<p>}</p>
","417085","","417085","","2019-08-10 23:01:46","2019-08-11 15:24:11","How to reference self in a Subscriber in Combine in Swift","<swift><nsnotificationcenter><publisher><subscriber><combine>","2","2","","","","CC BY-SA 4.0"
"57455076","1","57463089","","2019-08-12 02:33:48","","6","3760","<p>I want to get data from REST API and in order to do that, I need to first get an array of IDs - 1st call. After that, I need to do an API call using each ID. I don't want to use completionHandlers but Combine. I started with dataTaskPublishers but I am not sure how can I chain them to work properly 🤔</p>

<p>Here is my code so far:</p>

<pre class=""lang-swift prettyprint-override""><code>   private func getIDs(for type: DataType) -&gt; AnyPublisher&lt;[ID], Error&gt; {
        guard let url = URL(string: ""url"")
            else { fatalError(""Wrong URL"") }

        return session.dataTaskPublisher(for: url)
            .receive(on: RunLoop.main)
            .map { $0.data }
            .decode(type: [ID].self, decoder: decoder)
            .eraseToAnyPublisher()
    }

    private func getData(with id: ID) -&gt; AnyPublisher&lt;MyData, Error&gt; {
        guard let url = URL(string: ""url_with_id"")
            else { fatalError(""Wrong URL"") }
        return session.dataTaskPublisher(for: url)
            .receive(on: RunLoop.main)
            .map { $0.data }
            .decode(type: MyData.self, decoder: decoder)
            .eraseToAnyPublisher()
    }
</code></pre>

<p>I am not really sure how can I connect them to get something that is assignable to my state variable - array of MyData.</p>
","7482031","","","","","2020-04-13 22:05:44","How to chain multiple API calls using dataTaskPublisher?","<ios><swift><swiftui><combine>","1","1","1","","","CC BY-SA 4.0"
"57478134","1","57479187","","2019-08-13 12:52:14","","15","8760","<p>I'm trying to learn Combine with SwiftUI and I'm struggling how to update my view (from UIKit) with <code>ObservableObject</code> (previously <code>BindableObject</code>). The issue is that, obviously, method <code>updateUIView</code> will not fire once the <code>@Published</code> object sends the notification it was changed.</p>

<pre><code>class DataSource: ObservableObject {
    @Published var locationCoordinates = [CLLocationCoordinate2D]()
    var value: Int = 0

    init() {
        Timer.scheduledTimer(withTimeInterval: 3, repeats: true) { timer in
            self.value += 1
            self.locationCoordinates.append(CLLocationCoordinate2D(latitude: 52, longitude: 16+0.1*Double(self.value)))
        }
    }
}

struct MyView: UIViewRepresentable {
    @ObservedObject var dataSource = DataSource()

    func makeUIView(context: Context) -&gt; MKMapView {
        MKMapView(frame: .zero)
    }

    func updateUIView(_ view: MKMapView, context: Context) {
        let newestCoordinate = dataSource.locationCoordinates.last ?? CLLocationCoordinate2D(latitude: 52, longitude: 16)
        let annotation = MKPointAnnotation()
        annotation.coordinate = newestCoordinate
        annotation.title = ""Test #\(dataSource.value)""
        view.addAnnotation(annotation)
    }
}
</code></pre>

<p>How to bind that <code>locationCoordinates</code> array to the view in such a way, that a new point is in fact added each time it refreshes?</p>
","849616","","","","","2021-11-27 12:34:04","How to update UIViewRepresentable with ObservableObject","<swift><uikit><mapkit><swiftui><combine>","3","1","","","","CC BY-SA 4.0"
"57481380","1","57598143","","2019-08-13 15:53:51","","0","175","<p>I am trying to run a simple project with the following:</p>

<p><code>@Published var currentPlacemark: CLPlacemark? = nil</code></p>

<ul>
<li>XCode11 Beta5(11M382q)</li>
<li>iOS13(17A5556d)</li>
</ul>

<p>Getting the following error:
<code>dyld: Symbol not found: _$s7Combine9PublishedV9PublisherCyx_GAadAM</code></p>

<p>Anyone else encountered this?</p>

<p>Code example:</p>

<pre><code>import SwiftUI
import Combine

class MyFoo {
  @Published var bar: String = """"
}

struct ContentView: View {
    var body: some View {
        Text(""Hello World"")
    }
}

#if DEBUG
struct ContentView_Previews: PreviewProvider {
    static var previews: some View {
        let foo = MyFoo()
      foo.bar = ""asas""
        let barSink = foo.$bar
            .sink() {
                print(""bar value: \($0)"")
        }
        return ContentView()
    }
}
#endif
</code></pre>
","8323518","","1000551","","2019-12-07 10:01:02","2019-12-07 10:01:02","Combine @Published could not be found - Xcode11 Beta 5(11M382q)","<ios><swift><xcode><ios13><combine>","1","9","","","","CC BY-SA 4.0"
"57513437","1","57598001","","2019-08-15 17:05:58","","0","287","<p>I'm using Xcode 11 Beta 5 (11M382q), and iphone x with iOS 13 beta 6 and I am having this runtime error when trying to use Combine:</p>

<blockquote>
  <p>dyld: Symbol not found: _$s7Combine9PublishedV9PublisherCyx_GAadAMc</p>
</blockquote>

<p>I have a Core class that is an <code>ObservableObject</code></p>

<pre><code>import SwiftUI
import Combine

open class Core: ObservableObject {
    @Published public var userId = """"

    public var isUserValid: AnyPublisher&lt;Bool, Never&gt; {
    return $userId.debounce(for: 0.5, scheduler: RunLoop.main).removeDuplicates().map { (user: String) in
      return user.isEmpty
    }.eraseToAnyPublisher()
  }
}
</code></pre>

<p>And a simple view</p>

<pre><code>import SwiftUI
import Combine

struct LoginView: View {
    @EnvironmentObject var core: Core
    @State var isLoading: Bool = false
    @State var submitButtonEnabled: Bool = false

    var body: some View {
        VStack {
            VStack(alignment: .center) {
                Image(""logo"")
                    .frame(minWidth: Constants.logoWidth, minHeight: Constants.logoHeight, alignment: .center)
                    .padding(.top, Constants.logoTopPadding)
                    .animation(.default)
                    .scaledToFit()
             }
        }

        CircularButton(isLoading: $isLoading, image: Constants.submitButtonArrowImageName) {
            // Button Action
        }
        .padding(.top, Constants.submitButtonTopPadding)
        .disabled($submitButtonEnabled.value)
        .onReceive(self.core.isUserValid) { value in
          self.submitButtonEnabled = value
        }
    }
}
</code></pre>

<p>What's wrong with my code? I Just want a MVVM architecture using reactive programming to disable or enable a button.</p>
","4687709","","13302","","2019-08-19 13:20:49","2019-08-21 19:20:33","Runtime error using Combine: dyld: Symbol not found: _$s7Combine9PublishedV9PublisherCyx_GAadAMc","<swift><swiftui><combine>","1","5","","","","CC BY-SA 4.0"
"57517320","1","","","2019-08-15 23:24:28","","22","7909","<p>When using @Published property wrapper following current SwiftUI syntax, it seems very hard to define a protocol that includes a property with @Published, or I definitely need help :)</p>

<p>As I'm implementing dependency injection between a View and it's ViewModel, I need to define a ViewModelProtocol so to inject mock data to preview easily.</p>

<p>This is what I first tried, </p>

<pre><code>protocol PersonViewModelProtocol {
    @Published var person: Person
}
</code></pre>

<p>I get ""Property 'person' declared inside a protocol cannot have a wrapper"".</p>

<p>Then I tried this,</p>

<pre><code>protocol PersonViewModelProtocol {
    var $person: Published
}
</code></pre>

<p>Obviously didn't work because '$' is reserved.</p>

<p>I'm hoping a way to put a protocol between View and it's ViewModel and also leveraging the elegant @Published syntax. Thanks a lot.</p>
","1596810","","1596810","","2019-08-18 22:27:41","2022-05-07 14:06:53","How to define a protocol to include a property with @Published property wrapper","<protocols><swiftui><combine>","9","2","8","","","CC BY-SA 4.0"
"57527036","1","57527346","","2019-08-16 15:09:25","","-2","626","<p>Can someone please break this code example down for me? <code>zip</code> and <code>reduce</code> makes some sense, but what's going on with <code>combine:</code> is confusing me. Any help would be greatly appreciated.</p>

<pre><code>let a = [5, 6, 7]
let b = [3, 6, 10]

let pointsAlice = zip(a, b).reduce(0, combine: { $0 + ($1.0 &gt; $1.1 ? 1 : 0) } )
let pointsBob = zip(b, a).reduce(0, combine: { $0 + ($1.0 &gt; $1.1 ? 1 : 0) } )

print(""\(pointsAlice) \(pointsBob)"") // 1 1
</code></pre>
","8729720","","1630618","","2019-08-16 15:12:46","2019-08-16 16:23:51","Explanation of zip, reduce and combine in Swift","<swift><zip><reduce><combine>","1","0","","","","CC BY-SA 4.0"
"57543855","1","57597385","","2019-08-18 10:55:08","","34","12005","<p>I have such code</p>

<pre><code>func request(request: URLRequest) -&gt; AnyPublisher&lt;Data, Error&gt; {
    return Just(request)
        .flatMap { request in
            RequestManager.request(request) // returns AnyPublisher&lt;Data, Error&gt;
    }
    .eraseToAnyPublisher()
}
</code></pre>

<p>and I'm getting compile error:</p>

<blockquote>
  <p>Instance method flatMap(maxPublishers:_:) requires the types
  Just.Failure (aka Never) and Error be equivalent</p>
</blockquote>

<p>And it's clear, because <code>Just</code> has <code>Never</code> as <code>Failure</code> and <code>.flatMap</code> requires  <code>Error</code> as <code>Failure</code>, so <code>Never</code> != <code>Error</code></p>

<p>I see 2 approaches:</p>

<ul>
<li><p>using <em>right</em> Publisher, instead of <code>Just</code>, but I didn't find good candidate for this.</p></li>
<li><p>using some operator like <code>.mapError</code>, <code>.mapError { $0 as Error }</code>, but I'm not sure that it's great idea.</p></li>
</ul>

<p>Any ideas how to handle it?</p>

<p><strong>UPDATE:</strong></p>

<p>it makes more sense to use</p>

<pre><code>.setFailureType(to: Error.self)
</code></pre>

<p>or </p>

<pre><code>.mapError { $0 as Error }
</code></pre>
","3785970","","3785970","","2019-08-22 08:06:12","2020-09-22 18:06:51","Using Just with flatMap produce Failure mismatch. Combine","<swift><combine>","3","0","3","","","CC BY-SA 4.0"
"57564070","1","57568597","","2019-08-19 21:17:39","","1","202","<p>I have some <code>TextField(s)</code> with “.text” values that are supposed to be populated by a method called within “<strong>init()</strong>” (can be moved) that asynchronously calls a completion handler with a <code>struct</code> of data from the network.</p>

<p>The thing is... the user can also <strong>begin typing into them manually</strong> in the meantime and the completion callback <strong>shouldn’t overwrite the manually edited values</strong>.</p>

<p>I’m not sure how to:</p>

<ol>
<li>Update the values of the <code>@State String</code> variables to replace the existing values only if they haven’t been modified by the user yet... while <strong>also</strong> having them be mutable by the end-user.</li>
<li>Update N number of the <code>@State</code> values from the same request at once. One request is used to pull <strong>all</strong> of the data in, so mapping into a single value while having it be mutable as noted above is a head scratcher at the moment.</li>
</ol>

<p>It seems like a job for Combine, just not sure where to start yet.</p>
","963901","","","","","2019-08-20 07:25:33","Asynchronously populate/pre-fill multiple, user mutable `@State` values when using SwiftUI?","<swiftui><combine>","1","0","1","","","CC BY-SA 4.0"
"57582568","1","58357504","","2019-08-20 23:09:54","","1","1915","<p>In a operator chain like this you used to be able to return Publishers.Just(defaultValue) but it is deprecated and I can't find a way to do this functionality anymore. What is the new way to return a defaultValue?</p>

<pre><code> $query
    .throttle(for: 0.5, scheduler: DispatchQueue.main, latest: true)
    .removeDuplicates()
    .map { query -&gt; AnyPublisher&lt;[Repo], Never&gt; in
       guard query.count &gt;= 3 else {
          return Publishers.Just([])
                   .eraseToAnyPublisher()
          }
          return API().search(with: query)
               .retry(3)
               .eraseToAnyPublisher()
          }
</code></pre>
","2066353","","","","","2019-10-12 19:00:37","iOS combine Publishers.Just deprecated","<swift><swiftui><combine>","1","4","","","","CC BY-SA 4.0"
"57585359","1","57585649","","2019-08-21 06:06:10","","3","1122","<p>I'm attempting to dismiss a modal after its intended action is completed, but I have no idea how this can be currently done in SwiftUI. This modal is triggered by a <code>@State</code> value change. Would it be possible to change this value by observing a notification of sorts?</p>

<p>Desired actions: Root -> Initial Modal -> Presents Children -> Dismiss modal from any child</p>

<p>Below is what I've tried</p>

<p>Error: <strong>Escaping closure captures mutating 'self' parameter</strong></p>

<pre><code>struct AContentView: View {
    @State var pageSaveInProgress: Bool = false

    init(pages: [Page] = []) { 
    // Observe change to notify of completed action
        NotificationCenter.default.publisher(for: .didCompletePageSave).sink { (pageSaveInProgress) in
            self.pageSaveInProgress = false
        }
    }

    var body: some View {
        VStack {
        //ETC
            .sheet(isPresented: $pageSaveInProgress) {
                    ModalWithChildren()
            }
        }
    }
}
</code></pre>

<p>ModalWithChildren test action</p>

<pre><code>
Button(action: {
    NotificationCenter.default.post(
        name: .didCompletePageSave, object: nil)}, 
        label: { Text(""Close"") })
</code></pre>
","5222077","","5540925","","2020-02-14 16:40:53","2020-02-14 16:40:53","SwiftUI : Dismiss modal from child view","<ios><swift><uiview><swiftui><combine>","1","0","","","","CC BY-SA 4.0"
"57617476","1","","","2019-08-22 21:54:46","","5","8721","<p>I'm new to SwiftUI and understand that I may need to implement EnvironmentObject in some way, but I'm not sure how in this case.</p>

<p>This is the <code>Trade</code> class</p>

<pre><code>class Trade {
    var teamsSelected: [Team]

    init(teamsSelected: [Team]) {
        self.teamsSelected = teamsSelected
    }
}
</code></pre>

<p>This is the child view. It has an instance <code>trade</code> from the <code>Trade</code> class. There is a button that appends 1 to array <code>teamsSelected</code>.</p>

<pre><code>struct TeamRow: View {
    var trade: Trade

    var body: some View {
        Button(action: {
            self.trade.teamsSelected.append(1)
        }) {
            Text(""Button"")
        }
    }
}
</code></pre>

<p>This is the parent view. As you can see, I pass <code>trade</code> into the child view <code>TeamRow</code>. I want <code>trade</code> to be in sync with <code>trade</code> in <code>TeamRow</code> so that I can then pass <code>trade.teamsSelected</code> to <code>TradeView</code>.</p>

<pre><code>struct TeamSelectView: View {
    var trade = Trade(teamsSelected: [])

    var body: some View {
        NavigationView{
            VStack{
                NavigationLink(destination: TradeView(teamsSelected: trade.teamsSelected)) {
                   Text(""Trade"")
                }

                List {
                    ForEach(teams) { team in
                        TeamRow(trade: self.trade)
                    }
                }
            }
        }
    }
}
</code></pre>
","8372265","","","","","2020-10-08 05:54:40","How do I access data from a child view as the parent view at any time in SwiftUI?","<swiftui><combine>","3","0","2","","","CC BY-SA 4.0"
"57632126","1","57632350","","2019-08-23 19:38:33","","1","2370","<p>I was looking for an example for a DataStore in SwiftUI and found this example.</p>

<pre><code>import SwiftUI
import Combine

class MyDatabase: ObservableObject {
    let didChange = PassthroughSubject&lt;MyDatabase, Never&gt;()

    var contacts: [Contact] = [
        Contact(id: 1, name: ""Anna""), Contact(id: 2, name: ""Beto""),
        Contact(id: 3, name: ""Jack""), Contact(id: 4, name: ""Sam"")
    ] {
        didSet {
            didChange.send(self)
        }
    }

    struct Contact: Identifiable{
        var id: Int
        var name: String
    }
}

struct ContactsList: View {
    @EnvironmentObject private var database: MyDatabase

    var body: some View {
        NavigationView {
            List($database.contacts) { contact in
                NavigationLink(destination: ContactDetail(contact: contact)) {
                    Text(verbatim: contact.value.name)
                    //here Error 1: Types of expression....
                }
            }
            .navigationBarTitle(Text(""Contacts""))
        }
    }
}

struct ContactDetail: View {
    @Binding var contact: MyDatabase.Contact

    var body: some View {
        VStack {
            TextField($contact[\.name])
                .textFieldStyle(.roundedBorder)
                .font(.title)
                .padding()
            //here Error 2: Types of expression....
            Spacer()
        }
        .navigationBarTitle(Text(""Edit""), displayMode: .inline)
    }
}

</code></pre>

<p>However, after testing it, I got the below error multiple times:</p>

<blockquote>
  <p>Type of expression is ambiguous without more context</p>
</blockquote>

<p>I also tried following tutorial for the same solution <a href=""https://mecid.github.io/2019/07/03/managing-data-flow-in-swiftui/"" rel=""nofollow noreferrer"">https://mecid.github.io/2019/07/03/managing-data-flow-in-swiftui/</a>
but I got the same errors.
Did anything changes regarding the Bindings in the latest beta?
Im running Beta 6</p>
","","user9804767","1181535","","2019-08-23 20:02:38","2019-08-23 20:17:39","SwiftUI: Type of expression is ambiguous without more context, When passing ObservableObject between Views","<ios><swiftui><combine>","1","1","","2019-08-24 11:09:16","","CC BY-SA 4.0"
"57638220","1","57639858","","2019-08-24 13:04:28","","4","412","<h1>Info</h1>

<p>My app is crashing on Apple Watches running watchOS 4 &amp; 5. Some new features (ie <code>Combine</code>), depend on watchOS 6, and the use of these methods are explicitly marked with </p>

<pre><code>@available(watchOSApplicationExtension 6.0.0, *)
</code></pre>

<p>The application was created with Xcode 9/10 (I forget exactly which), and targets watchOS 4. Now when it's built with Xcode 11, and has files which depend on Combine, it crashes on a watchOS 5 Apple Watch.</p>

<p>The error is </p>

<pre><code>dyld: Library not loaded: /System/Library/Frameworks/Combine.framework/Combine
  Referenced from: /private/var/containers/Bundle/Application/7A361FAB-EBE7-483D-BFD7-E915F15B5B14/Chirp WatchKit App.app/PlugIns/Chirp WatchKit Extension.appex/Chirp WatchKit Extension
  Reason: image not found
</code></pre>

<p>Clearly, <code>Combine</code>, isn't playing nicely. </p>

<p>Also, it will not launch in a watchOS 5 simulator, and the error is slightly more telling:</p>

<pre><code>dyld: Library not loaded: /System/Library/Frameworks/Combine.framework/Combine
  Referenced from: /Users/willbishop/Library/Developer/CoreSimulator/Devices/C6F36860-E70A-45E6-AC3B-E54DBCEA7C7A/data/Containers/Bundle/Application/1B2EC7C4-731F-4EC1-B23F-09A0B49CD055/Chirp WatchKit App.app/PlugIns/Chirp WatchKit Extension.appex/Chirp WatchKit Extension
  Reason: no suitable image found.  Did find:
    /System/Library/Frameworks/Combine.framework/Combine: mach-o, but wrong architecture
</code></pre>

<h1>What I've Tried:</h1>

<ul>
<li><p>I thought it may be as I had watchOS 6 dependent code, mixed alongside watchOS 5 files. However, after moving the code into seperate files, the issue persists.</p></li>
<li><p>Cleaning the project</p></li>
<li><p>Removing <code>Derived Data/</code></p></li>
</ul>

<p>Despite that, no luck. I assume it's a build setting somewhere, but I wouldn't have the faintest clue of which one.</p>
","7102356","","1000551","","2019-12-07 10:00:49","2019-12-07 10:00:49","No suitable image for Combine found on watchOS 5.2 crash","<swift><xcode><clang><watchos><combine>","1","0","","","","CC BY-SA 4.0"
"57690243","1","59043496","","2019-08-28 10:24:22","","12","8234","<p>What is the role of AnyPublisher in Combine, and why in many examples, including in<a href=""https://developer.apple.com/videos/play/wwdc2019/721/"" rel=""noreferrer"">WWDC Combine In practice, 27:40</a> they return AnyPublisher, using <code>.eraseToAnyPublisher</code>, and not just return a Publisher?</p>

<p>The <a href=""https://developer.apple.com/documentation/combine/anypublisher"" rel=""noreferrer"">Apple Documents</a> says </p>

<blockquote>
  <p>Use AnyPublisher to wrap a publisher whose type has details you don’t want to expose to subscribers or other publishers.</p>
</blockquote>

<p>But can anyone give an example of where it can be useful?</p>
","6276472","","","","","2020-10-28 22:07:05","Publisher vs AnyPublisher in Combine","<swift><combine>","2","1","2","","","CC BY-SA 4.0"
